Headline,Headline ID
ISIS Reportedly Executes 2nd American Journalist,1288
eBay is planning an Apple Watch app,1289
We're Getting More Detail On The Amazing New Camera Apple Is Planning For The Next iPhone,1290
Lebanon detains wife and son of Al-Baghdadi,1291
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1292
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1293
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",1294
Russian TV actor wakes up to find his testicles stolen,1295
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1296
Wife and child of Islamic State leader Baghdadi held in Lebanon,1297
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",1298
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1299
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,1300
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,1301
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1302
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1303
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1304
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1305
The Arrest of the ISIS Leader's Wife and Son,1306
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,1307
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1308
"Islamic State leader's family detained by Lebanon, officials say",1309
PICTURES: Shocking Pictures Comparing US School Lunches to Other Countries Goes Viral,1310
Stop Sharing Those Photos of Fancy International School Lunches,1311
"""When We Felt Threatened, We Opened Umbrellas and Raised Our Hands""",1312
The school lunches that shame America: Photos reveal just how meager US students' meals are compared to even the most cash-strapped of nations,1313
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,1314
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1315
Purported ISIS claim: Jordan airstrike kills female US hostage,1316
Jihadi John ‘identified as British man from West London’,1317
"North Korean leader Kim Jong Un had ankle surgery, report says",1318
"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",1319
"Jihadi John named as Mohammed Emwazi, from west London",1320
Utah Man Hospitalized After Winning Eggnog Chugging Contest,1321
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1322
'Jihadi John' named as Mohammed Emwazi from London,1323
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1324
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,1325
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1326
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1327
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1328
Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,1329
Jihadi John identity revealed as Mohammed Emwazi: live,1330
ISIL militant 'Jihadi John' named by media,1331
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1332
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,1333
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1334
IS militant 'Jihadi John' named as Mohammed Emwazi from London,1335
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1336
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1337
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),1338
ISIS executioner 'Jihadi John' named by media,1339
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1340
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,1341
Reports say North Korea's Kim insists on being the only Jong Un,1342
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1343
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1344
"Apple Watch to Feature Time-Only 'Power Reserve' Mode, Prototypes Disguised as Samsung Watches",1345
"Apple Watch Power Reserve feature will save battery life, report says",1346
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,1347
No One In North Korea Is Allowed To Share Kim Jong Un's Name,1348
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",1349
Apple Watch to reportedly offer 'Power Reserve' to help extend battery life,1350
North Korea reportedly bans anyone sharing Kim Jong Un's name,1351
Apple Watch’s Power Reserve feature combats short battery life,1352
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',1353
Apple Watch reportedly has low-energy 'power reserve' mode,1354
The Apple Watch has a low-power mode that only tells the time,1355
Video reportedly shows beheading of reporter Steven Sotloff by ISIS,1356
Mariam Al Mansouri: Female Fighter Pilot Disowned By Family For Bombing ISIS Terrorists In Syria,1357
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,1358
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",1359
Isilkulskom student has gained superhero powers after shock,1360
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1361
Pentagon: ISIS seized materials airdropped to Kurds,1362
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1363
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1364
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,1365
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1366
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1367
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,1368
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1369
Homeland Security says terrorists haven't crossed U.S-Mexico border,1370
Is There an ISIS Threat on the Texas-Mexico Border or Not?,1371
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),1372
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1373
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,1374
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1375
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1376
Conflicting reports on alleged IS capture of Canadian woman,1377
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1378
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1379
Kurds Deny Gill Rosenberg was in Kobane,1380
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,1381
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1382
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,1383
"Apple Watch Gold Edition may cost as much as $5,000",1384
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,1385
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1386
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",1387
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,1388
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1389
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,1390
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),1391
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",1392
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1393
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1394
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,1395
Report: Exec popped for $300k dinner after run at blackjack,1396
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1397
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1398
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1399
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1400
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,1401
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1402
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1403
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,1404
"Why the most expensive Apple Watch will probably cost around $10,000",1405
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,1406
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1407
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1408
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1409
This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,1410
"North Korea leader Kim is still in charge, has injured leg: source",1411
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",1412
Latest iOS 8 bug reportedly causes unwanted deletion of iCloud Drive documents,1413
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,1414
Matt Taibbi takes a leave of absence from First Look Media,1415
"Taibbi takes time out from First Look after “disagreements.” Can I publish our emails now, Matt?",1416
Comcast Declares War on Tor?,1417
Pope Francis turns out not to have made pets in heaven comment,1418
Speeding Up ‘Seinfeld’ For Younger Viewers,1419
Matt Taibbi Disappears From Omidyar’s First Look Media,1420
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,1421
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1422
Tiger Woods selling Swedish villa — island included,1423
Tiger Woods' luxe Viking island in Sweden is for sale,1424
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",1425
7 Bosnian teens get pregnant on school trip,1426
Tiger Woods' former luxury island goes on sale,1427
"No, it's not Tiger Woods selling an island in Lake Mälaren",1428
Report: NYPD to stop arresting people for minor marijuana offenses,1429
For sale: Tiger's former island in Sweden,1430
"And finally: Apple Watch to launch 9 March with 100,000 apps",1431
Detroit Police Issue Statement That The Batmobile Is Safe,1432
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1433
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1434
REPORT: The Batmobile Might Have Been Stolen In Detroit,1435
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",1436
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1437
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,1438
Batmobile wasn't stolen: Cops,1439
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,1440
The Chinese Guide to Avoiding a Bad English Name,1441
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1442
Comcast blocks Tor,1443
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1444
Robert Plant ripped up $800M Led Zeppelin reunion contract,1445
The Case of the Stolen Batmobile Has Been Solved,1446
Police Looking For A Man That Slaps People When They Sneeze!,1447
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1448
Zack Snyder Responds to Fake Stolen Batmobile Report,1449
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,1450
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1451
"Batmobile stolen in Detroit? Good one, joker!",1452
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,1453
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1454
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",1455
GCPD Solved Stolen Batmobile Case?,1456
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1457
Man who slaps people around the head for sneezing hunted by police,1458
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,1459
State House time capsule from 1795 unearthed,1460
Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy,1461
Seth Rogen Is Woz,1462
Apple Watch to sell 15M units in 2015 and ‘ignite global smartwatch market’,1463
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,1464
Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,1465
Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,1466
Magic Mushrooms Found on Buckingham Palace Grounds,1467
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1468
Michael Phelps Sex Scandal: Troubled Olympian’s Girlfriend Was Born A Man!,1469
'Miracle cat' rises from the dead five days after burial,1470
Poster girl in fight against ISIS is beheaded by terror group,1471
"IBM to cut more than 111,000 jobs in largest corporate lay-off ever",1472
"Gay Teacher Receives Touching Letter From Student, 9, After He Comes Out",1473
"Disgusting! Joan Rivers Doc Gwen Korovin’s Sick Selfie EXPOSED — Last Photo Of Comic Icon, When She Was Under Anesthesia, At Center Of Medical Investigation",1474
"IBM to ‘sack 111,800 employees in record mass layoff’",1475
IBM job cuts?; D.R. Horton soars on beat; AT&T expands in Mexico,1476
Report: ISIS Islamists at the Gates of Baghdad,1477
IBM is about to get hit with a massive reorg and layoffs,1478
Missing Nuke In Colorado Sparks Intense Russian Fears,1479
IBM denies layoff rumors,1480
"IBM set to cut 110,000 jobs, blogger claims",1481
"IBM To Cut More Than 110,000 Jobs, Report Says",1482
Did Mitt Romney Call Michelle Obama “First Woman”?,1483
"IBM plans massive layoffs of up to 110,000 workers: report",1484
Russian Man Wakes Up to Find His Testicles Have Been Stolen,1485
British man pays $460 to save constipated goldfish's life,1486
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,1487
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,1488
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,1489
Married TV actor wakes up to find his testicles have been STOLEN after he is drugged in Russian bar by attractive blonde working for organ traffickers,1490
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,1491
9-year-old girl pens touching letter to teacher who came out as gay,1492
South Korean Woman's Hair 'Eaten' By Robot Vacuum Cleaner,1493
A 9-year-old girl gave this hearfelt letter to her teacher after he came out as gay,1494
Rumor: ‘new’ 4-inch iPhone on the way,1495
"'Even though you're gay, I will always treat you the same way as I do now': Moving letter from nine-year-old to her school teacher after he came out to his class",1496
NEWS/ Read the Touching Letter This 9-Year-Old Girl Sent Her Teacher After He Came Out to the Class,1497
Apple May Be Reintroducing The 4-inch iPhone,1498
"Nine-year-old girl writes letter to 'amazing, fantastic' teacher after he comes out as gay",1499
Charles Manson wedding off after it emerges that fiancee Afton Elaine Burton 'just wanted his corpse for display',1500
BOOK: CHARLES MANSON’S FIANCÉ WANTED MARRIAGE SO SHE COULD DISPLAY HIS CORPSE IN TOURIST ATTRACTION,1501
School pupil writes moving letter to her teacher after he comes out as gay,1502
"Apple to launch new 4"" iPhone next year",1503
Lenovo Could Make A Bid For BlackBerry (Rumor),1504
9-Year-Old Writes Moving Letter to Teacher Who Came Out as Gay to His Class,1505
Apple iPhone Mini with 4-inch Display Set to Replace iPhone 5c: Rumor,1506
Charles Manson’s fiancée wanted to marry him for his corpse: source,1507
Unlikely rumor claims Apple will bring back the 4-inch iPhone for 2015,1508
Charles Manson's fiancée 'only wanted to marry him so she could put his corpse on display in a glass coffin after he died',1509
Manson's fiancee wants to put his corpse on display: Report,1510
Russians Bag Better Bigfoot Footage,1511
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',1512
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,1513
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1514
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1515
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1516
'Jihadi John' Injured? ISIS Executioner May Have Been Wounded In US Airstrike: Report,1517
Isis: Masked Executioner Jihadi John Injured in US Led Airstrikes in Iraq,1518
"""Jihadi John"" reportedly wounded in airstrike",1519
British terrorist Jihadi John 'injured in airstrike close to Syrian border',1520
IS executioner 'Jihadi John' injured in air strike: reports,1521
UK looking into reports IS beheading suspect wounded,1522
EXCLUSIVE: Got him! Jihadi John is 'wounded in US airstrike on secret bunker meeting of ISIS high command',1523
The ISIS Executioner Who Killed 4 Hostages May Have Been Wounded In Airstrikes,1524
Watch: US marine survives Taliban sniper headshot in Afghanistan,1525
"Brain Surgery Recovery: Teenage Girl Wakes Up During Procedure, Talks About Cats",1526
Steven Sotloff 'beheading': Islamic State fighters release video claiming to show death of second US journalist,1527
Video purportedly shows beheading of U.S. hostage Steven J. Sotloff,1528
"Video Of Steven Sotloff Slaying By ISIS Is Authentic, U.S. Confirms",1529
Sexually frustrated female owl killed male because 'his penis was too SMALL',1530
Islamic State video reportedly shows beheading of Steven Sotloff,1531
U.S. confirms authenticity of second journalist beheading video,1532
Journalist Steven Sotloff reportedly executed by ISIS,1533
Report: Second American Journalist Beheaded by Islamic State Terrorists,1534
Video Appears to Show ISIS Execution of Second American Steven Sotloff,1535
Loggers Accidentally Cut Down World’s Oldest Tree in Amazon Forest,1536
Steven Sotloff beheading: Latest updates as ISIS release gruesome video of US journalist's murder,1537
"After Beheading of Steven Sotloff, Obama Pledges to Punish ISIS",1538
NSC 'appalled' by Sotloff beheading,1539
Video purports to show beheading of US journalist,1540
EXCLUSIVE: Apple To Unveil The Long-Awaited Retina MacBook Air At Its “Spring Forward” Event,1541
"Steven Sotloff, American Journalist, Allegedly Beheaded By ISIS",1542
ISIS Beheads Second American Journalist,1543
Islamic State releases video of beheading of U.S. hostage Steven Sotloff: site intelligence monitoring service,1544
ISIS Reported to Behead Second American,1545
ISIS claims to behead US reporter Steven Sotloff in new video,1546
Ferguson and Hong Kong Have One Important Thing in Common,1547
ISIS video shows beheading of American journalist Steven Sotloff,1548
ISIS Reportedly Beheads A Second American Journalist,1549
U.S. Authenticates Video Showing Sotloff's Beheading,1550
ISIL Has Reportedly Beheaded Journalist Steven Sotloff,1551
Isis 'behead their own fighters' for spying and embezzlement in Syria,1552
ISIS online video shows beheading of U.S. journalist Steven Sotloff,1553
"ISIS Beheads American Journalist Steven Sotloff, Monitoring Group Says",1554
Islamic state issues video of beheading of U.S. hostage: SITE,1555
U.S.: Video showing Sotloff beheading is authentic,1556
Heads up oil traders: Big pipeline explosion reported in Saudi Arabia,1557
Joan Rivers' doctor snapped selfie during throat surgery: report,1558
Apple Watch Likely Be Launched On Valentine’s Day; Plus First Apple Watch Accessory To Be Showcased In CES 2015,1559
Rumor: Apple Watch Production Gearing Up For Valentine's Day Release With High Prices,1560
Valentine’s Day 2015 May Be The Apple Watch Release Target,1561
"‘Hands Up, Don’t Shoot’ in Hong Kong Protests?",1562
"Joan Rivers' Doctor ""Took a Selfie"" During Procedure: CNN",1563
When Photos Lead a Protest,1564
"Hong Kong protesters mimic Ferguson’s ‘hands up, don’t shoot’",1565
"What’s Happening in Hong Kong? Stunning Images From the Occupy-Inspired, Ferguson-Tinged Protests",1566
"Hong Kong's protesters are using the ""hands up, don't shoot"" gesture from Ferguson",1567
"Rumor Check: Are Hong Kong Protesters Really Using the ‘Hands Up, Don’t Shoot’ Gesture in Solidarity With Ferguson?",1568
Zombie Cat Claws Way Out of Grave Five Days After Being Buried Alive,1569
"“Hands up, don’t shoot” comes to Hong Kong’s pro-democracy movement",1570
The Apple Watch will launch outside the US in April too,1571
"Hong Kong protesters go Ferguson style: ‘Hands up, don’t shoot’",1572
Research Medical Center denies reports that a patient has Ebola,1573
KC Man Does Not Have Ebola,1574
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1575
Ebola Scare in Kansas City,1576
Hospital: Man not being treated for Ebola in Kansas City,1577
KC hospital: Patient does not have symptom profile of Ebola,1578
Female Kurdish ‘poster girl’ fighter feared killed,1579
"REPORT: ISIS CAPTURES, BEHEADS KURDISH FEMALE FIGHTER 'REHANA' IN KOBANE",1580
"Ferguson Protester's Photo Gets Edited Into Racist Meme, Goes Viral",1581
"Rehana, Poster Girl for Kurdish Peshmerga, Alive and 'Fighting Fiercely,' After ISIS' Claims of Beheading Her",1582
URGENT: ISIS beheads Kurdish female fighter “Rehana”,1583
"Apple Watch Takes Two Hours to Charge, Only Delivers Notifications While on the Wrist",1584
Was James Foley’s murderer released from Guantanamo Bay?,1585
NHL expansion plans in the works: reports,1586
Poster girl for Kurdish freedom fighters in Kobane is 'captured and beheaded by ISIS killers' who posted gruesome pictures online,1587
"'Rehana is alive and well... ISIS fanatics have NOT beheaded her': Poster girl for Kurdish freedom fighters escaped Kobane hellhole, friends tell MailOnline",1588
"Female Kurdish Fighter 'Rehana' is Alive, Claim Supporters; Post CNN Video as Proof",1589
Crazy Conservatives Are Sure a Gitmo Detainee Killed James Foley,1590
Claims famous Kurdish Peshmerga fighter Rehana may have been decapitated,1591
WaPo: Was Foley’s killer a former Gitmo detainee?,1592
Woman Reportedly Pours Acid on Boyfriend's Penis After Finding His Sex Tape,1593
Kurdish resistance denies ISIS claims that they have beheaded poster girl 'Rehana',1594
Cold Turkey,1595
An accidental delivery of arms to the Islamic State and the problem with airdrops,1596
Pentagon: 1 weapons bundle seized by militants,1597
ISIS fighters seize weapons airdrop meant for Kurds,1598
More American Weapons for ISIS,1599
Watch marine take sniper shot to the head and live,1600
U.S. arms airdrop fell into ISIS hands: Pentagon,1601
ISIS Claims To Have Captured US Airdrop Weapons,1602
Islamic State reports youngest jihadist 'martyred' in battle,1603
"Why the Gold Apple Watch Edition Must Cost $10,000",1604
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,1605
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",1606
Amazon to Open First Brick-and-Mortar Site,1607
Isis claims it has US airdrop of weapons,1608
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,1609
REPORT: Apple Isn't Happy With The Battery Life Of Its New Smartwatch,1610
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,1611
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1612
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1613
Pentagon: ISIS Got U.S. Weapons Package,1614
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',1615
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',1616
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",1617
Give a homeless man $100 and see what he does with it [Video],1618
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,1619
Teenager wakes up while undergoing BRAIN SURGERY in Poland... and asks the surgeons how the operation is going,1620
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,1621
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,1622
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,1623
CBS News Names Canadian Parliament Shooting Suspect,1624
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1625
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1626
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,1627
Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,1628
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,1629
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1630
"Tom Brokaw 'wants Brian Williams out': NBC legend 'furious' at Iraq war lie, as it's claimed executives warned anchor to stop exaggerating the story in the past",1631
Angry Indian bride marries wedding guest,1632
Joan Rivers’ doctor took selfie during procedure,1633
British teenager Ibrahim Kamara 'Killed In US Airstrikes In Syria',1634
India: Angry bride marries guest after original groom falls ill during wedding ceremony,1635
Rampur: Angry Bride Marries Guest after Learning Groom is Epileptic,1636
"The Groom Was Sick, So The Bride Married A Guest At Her Wedding In A Fit Of Rage",1637
Wedding punch-up when bride marries guest INSTEAD after groom suffers epileptic fit,1638
"Groom unwell, bride weds guest in fit of rage",1639
"After Finding Out Mid-Wedding That Her Groom Was Unwell, This Bride Married A Wedding Guest Instead",1640
These Men Freak Out When They Discover The Women They Are Harassing Are Their Moms In Disguise (VIDEO),1641
Indian bride marries wedding guest after husband has epileptic seizure during ceremony,1642
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1643
"Joan Rivers Death Preventable? Melissa Rivers Taking Legal Action, News Of Doctor’s Selfie Surfaces",1644
Obama Orders Fed To Adopt Euro Currency,1645
Joan Rivers' Doctor Reportedly Took a Selfie Before Her Cardiac Arrest,1646
Evil Aunt Hacks Off Toddlers Penis,1647
"Afghan family kills 25 Taliban, media report",1648
"Joan Rivers: Doctor Took Selfie With Unconscious Comedian, Performed Biopsy Without Consent -- Details",1649
Woman Faces Jail Time After Slicing Off 3-Year-Old Nephew's Penis,1650
Brain op shock as teen wakes up mid-surgery,1651
Bettman says NHL expansion not imminent,1652
"KGI: iPhone sales forecast at 73M for Q4 ahead of Apple Watch debut in March, 12"" MacBook Air in Q1",1653
Raven-Symone Did NOT Accuse Bill Cosby Of Molestation Or Rape — It’s A HOAX,1654
"Source: Joan Rivers' doctor took selfie, began biopsy before her cardiac arrest",1655
Joan Rivers' 'selfie' doctor 'DENIES performing biopsy and taking photo while star was under anesthesia',1656
"Four new NHL expansion teams? Vegas, Seattle, Toronto and Quebec by 2017: Report",1657
"Joan Rivers' doctor denies 'unauthorized procedure,' selfie before cardiac arrest",1658
Joan Rivers' Personal Doctor Allegedly Took A Selfie During Her Throat Procedure,1659
Joan Rivers' Doctor Allegedly Took a Selfie During Her Throat Surgery,1660
Reports: Selfie-Taking Doc's Unauthorized Biopsy May Have Killed Joan Rivers,1661
Joan Rivers’s Personal Doctor Denies Taking Operating-Room Selfie,1662
'Throat specialist to the stars' allegedly involved in fatal Joan Rivers procedure denies taking selfie with star as she releases statement saying she will not comment on tragic incident,1663
Pregnant woman loses eye after Ferguson cops fire bean bag,1664
Cruel aunt cuts her three-year-old nephew's penis off because he burst in on her on the loo and asked to use her phone,1665
Joan Rivers' doctor 'took selfie before biopsy',1666
Disturbed aunt cuts off nephew’s penis after he burst’s in on her on the toilet.,1667
Cruel aunt cuts off three-year-old nephew’s penis after he walks in on her using the loo,1668
"Report: Joan Rivers doctor took selfie, began biopsy, source says",1669
Joan Rivers death: Biopsy doctor ‘took SELFIE with star while she was under anesthesia moments before cardiac arrest’,1670
Joan Rivers's doctor 'took a SELFIE' with the comedian as she lay under anesthetic and just seconds before she went into cardiac arrest that killed her,1671
"Gwen Korovin, Joan Rivers’s doctor, denies taking selfie",1672
Afghan woman kills 25 Taliban rebels to avenge her son’s murder,1673
Angry Aunt Who Sliced Off Three-Year-Old Nephew’s Penis Facing Five Years In Jail,1674
Joan Rivers Doctor Denies Selfie,1675
Doc calls macabre 'selfie' claims completely crazy,1676
"Doctor took selfie with Joan Rivers while star was under anesthesia, CNN says  Read more at Jacksonville.com: http://jacksonville.com/entertainment/2014-09-16/story/doctor-took-selfie-joan-rivers-while-star-was-under-anesthesia-cnn#ixzz3DZRmGLrZ",1677
"Joan Rivers’ Doctor Reportedly Took Selfie, Biopsy Right Before Her Heart Attack",1678
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,1679
